,prereq,topic,platform,head,url,image
406,Communication and Networking,Clear speaking,youtube,Zero to Hero Spoken English - (ಕನ್ನಡದಲ್ಲಿ),https://www.youtube.com/watch?v=yEf-kYA8PRM&list=PLMvw7NZyx2D0fpz2Gg26JZEdIKybNzWye,https://i.ytimg.com/vi/yEf-kYA8PRM/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAMRllci2ioUv95yn0VNhIn0dUL7w
407,Communication and Networking,Clear speaking,youtube,Tarle Speech ENGLISH PRONUNCIATION Lessons - Gain confidence and speak clearly,https://www.youtube.com/watch?v=hvRn0PpN_WE&list=PLxEs-su4NimUGpBEqOIW6SO6uDwR0DeYS,https://i.ytimg.com/vi/hvRn0PpN_WE/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCWfyT7936ndnOhKJQahpxj_YgI0Q
408,Communication and Networking,Written expression,youtube,TOEFL ITP Structure & Written Expression,https://www.youtube.com/watch?v=39JXMSNnMak&list=PLY_8pJZxQWIUZkex32RoWNSlR3waMXkM0,https://i.ytimg.com/vi/39JXMSNnMak/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDuT6KLhyPu8CTp7X2yTwjbwsCTJA
409,Communication and Networking,Written expression,youtube,Complete Test - TOEFL Structure And Written Expression,https://www.youtube.com/watch?v=E9r1ORAXVLs&list=PL1T8L7TUzUBoYHezB9qWgnYPvSyhHAwtX,https://i.ytimg.com/vi/E9r1ORAXVLs/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAzvh1DrIzEnOzu-wrP1UTUhYg6XA
410,Communication and Networking,Written expression,youtube,LONGMAN TOEFL STRUCTURE SKILLS,https://www.youtube.com/watch?v=WIYph8AtRMk&list=PLhxKkKa7oUTsZtXnawy6llEZvy5cvLyQH,https://i.ytimg.com/vi/WIYph8AtRMk/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCOh7qveEkKbLMgtvQLj3d7J3nlSw
411,Communication and Networking,Written expression,youtube,Belajar TOEFL Structure & Written Expression,https://www.youtube.com/watch?v=tziX2zBdzRU&list=PLfAiDg34RN18b0lhhXqqV84nkOXm0ZrJm,https://i.ytimg.com/vi/tziX2zBdzRU/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD13QJ96_DPtFkdj1Hts586x2A0pA
412,Communication and Networking,Relationship building,youtube,Healthy Relationship Skills,https://www.youtube.com/watch?v=MGdgUP8XLwc&list=PLiUrrIiqidTUau5F7ckXIY4G1Z0a96Cb3&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/MGdgUP8XLwc/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLChPGdkpCgAnajJSwFXv-JO4-fBoQ
413,Communication and Networking,Relationship building,youtube,Communication Skills and Relationship Building,https://www.youtube.com/watch?v=XGRuebo2sbU&list=PLaaJWwIpP_zbdOR9LO4lgMa8QYZ1TOVW5,https://i.ytimg.com/vi/XGRuebo2sbU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD8FdiPUf2HTzwt6aAZq5mcCNzSoQ
414,Communication and Networking,Relationship building,youtube,Relationship Building,https://www.youtube.com/watch?v=am8yGintSkM&list=PLZxyjou-zTvHK6rutzs8t0Z4hpI5BhNJ6,https://i.ytimg.com/vi/am8yGintSkM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDAVgvJoj6zgdLm1ZwuRN8O8XWAcQ
415,Communication and Networking,Relationship building,youtube,Top Book on Relationship Building,https://www.youtube.com/watch?v=F6bqc7MIe-g&list=PLzBfEckBPXVQJSjktAJoRkfcyr5nZKbif,https://i.ytimg.com/vi/F6bqc7MIe-g/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYDyBlKF8wDw==&rs=AOn4CLBvCnEQZOBBbmlFPkAJCFx4r4Govg
416,Communication and Networking,Empathy development,youtube,Increase EMPATHY in Communication,https://www.youtube.com/watch?v=_7P-9KQORIs&list=PLSgyHuMB_1oj6R2ySdNFNvdIq3V57baYG,https://i.ytimg.com/vi/_7P-9KQORIs/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBOIrJYSafEKiFEOyzA_BxYuA5Z3g
417,Communication and Networking,Empathy development,youtube,UNIVERSAL HUMAN VALUES AND PROFESSIONAL ETHICS 2023,https://www.youtube.com/watch?v=thHnjYMUiU0&list=PLim9gWjsjN-M7jKqp65fE0WnvoqCfGxgF&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/thHnjYMUiU0/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA03VuFgpmUuHt4QruTOvYA-_TG2A
418,Communication and Networking,Empathy development,youtube,Research Symposia - Roots of Empathy,https://www.youtube.com/watch?v=2AkOjLiAYB4&list=PLa8s6aXmZgJ_vrevgtBzCtctpvXLFdJcf,https://i.ytimg.com/vi/2AkOjLiAYB4/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCwoFZHGkyaM5L-7OvE9Az6jqXfMg
419,Communication and Networking,Empathy development,youtube,"Empathy, Adolescent Development, Perspective Taking Playlist",https://www.youtube.com/watch?v=nUq8m5dS88I&list=PLO9kHtrYJk3WPa8psp8lixEmlcuOZb9x0&pp=0gcJCV8EOCosWNin,https://i.ytimg.com/vi/nUq8m5dS88I/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBZ-5JKT-pyeXGOcSXRsrSQF0ZAWA
420,Financial Literacy,Basic arithmetic,youtube,"Complete Arithmetic (Basic to Advanced) for CAT, XAT, IIFT, NMAT, SNAP & OMETs",https://www.youtube.com/watch?v=xxorf_cKYsM&list=PLLtQdEJkug7sF3btK_VQMe_WziFb78rj_,https://i.ytimg.com/vi/xxorf_cKYsM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAxTU8D4IGH0isPUu541L4VHeWnMw
421,Financial Literacy,Basic arithmetic,youtube,Basic Arithmetic Operations,https://www.youtube.com/watch?v=IwW0GJWKH98&list=PLBu4cfksLjciTsMeYyn7-j0R5l8PENU8c,https://i.ytimg.com/vi/IwW0GJWKH98/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCGQdVRt4h63oiNigwZgamgrBLUDQ
422,Financial Literacy,Basic arithmetic,youtube,Viral Maths PRO | Arithmetic Classes by Navneet Tiwari,https://www.youtube.com/watch?v=L1zW_bDzqBA&list=PL4t_secZTPn7shl5BFWBl2xtTM5McR13k,https://i.ytimg.com/vi/L1zW_bDzqBA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCXjVzYB3wnGN60oSCkAX9SP6F38g
423,Financial Literacy,Basic arithmetic,youtube,ARITHMETIC,https://www.youtube.com/watch?v=yHcfLwE9Pto&list=PLlxE9WKuvDj9avhKLnCZaARljwTXywAkV,https://i.ytimg.com/vi/yHcfLwE9Pto/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAeYjw6EbgUiTrwyALubCNtLlE6qg
424,Financial Literacy,Budgeting understanding,youtube,Budgetary Control - Cost and Management Accounting,https://www.youtube.com/watch?v=pYSgMGoK_Jo&list=PLiaygP8qeQGV_Zx6Pc68CSYBTLYkHfwYJ,https://i.ytimg.com/vi/pYSgMGoK_Jo/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCBsYTho1QkBrvIxLNJjGmuLWEO5A
425,Financial Literacy,Budgeting understanding,youtube,Mastering the Master Budget,https://www.youtube.com/watch?v=34legis0Pgg&list=PL7mLaqena9a5a1mnRTpFkn1s93Zsy46yE,https://i.ytimg.com/vi/34legis0Pgg/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYRyBTKGUwDw==&rs=AOn4CLDINgeY5DeRQIOB2Fwk6_uDNe5aXg
426,Financial Literacy,Budgeting understanding,youtube,Financial Management B.Com/BBA/MBA/M.Com Complete Course,https://www.youtube.com/watch?v=l2xFDbnO4iA&list=PLaAhQ2ofZZRB3NEmEMkqoBm0QIpQkgJyK,https://i.ytimg.com/vi/l2xFDbnO4iA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDDG6Cgj8weKDraT74hPeke6mAv6g
427,Financial Literacy,Budgeting understanding,youtube,FP&A - Financial Planning & Analysis,https://www.youtube.com/watch?v=Cwn6O5XxTro&list=PLcRqJFBzcNZWuJmu96M_SFbUIHAJ2aLZu,https://i.ytimg.com/vi/Cwn6O5XxTro/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDWsqPQO9xcdWMXEgtB5BtLntu51g
428,Financial Literacy,Saving habits,youtube,Saving money habits for kids,https://www.youtube.com/watch?v=rPPPowwGtts&list=PLyIJtfbaVYi5NI0dyIfcpoDfa0yow4OAu,https://i.ytimg.com/vi/rPPPowwGtts/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAvg1DqAH6DtnzW1B4DnwzN2EEwZw
429,Financial Literacy,Saving habits,youtube,Daily Saving Habits,https://www.youtube.com/watch?v=skz7DwHY5-c&list=PLQHs7-R0s_jGa9gvKA3y4Okj3qQiacNxF,https://i.ytimg.com/vi/skz7DwHY5-c/hq720.jpg?sqp=-oaymwExCNAFEJQDSFryq4qpAyMIARUAAIhCGAHwAQH4AbYIgAKAD4oCDAgAEAEYZSBZKFgwDw==&rs=AOn4CLCelFKhTSnMXQbh6Mc0mRPpgRHSnw
430,Financial Literacy,Saving habits,youtube,Money Saving Habits,https://www.youtube.com/watch?v=m50Z8reEuaU&list=PLPyErKoJBeRmWZGtjfIC7CwxCDyLVhAWE,https://i.ytimg.com/vi/m50Z8reEuaU/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCEQNCZasPpUqOZ_YrIIlGC5bBGQA
431,Financial Literacy,Saving habits,youtube,Money Saving Habits,https://www.youtube.com/watch?v=qsladZsMP58&list=PLsnT-5M_zGdlIh9zBybrEWST4OiIKi5tD,https://i.ytimg.com/vi/qsladZsMP58/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAhx2N4iBfCOzWbA2R_m5wWz9U7tQ
432,Financial Literacy,Debt awareness,youtube,Debt Awareness Week: Your Step-by-Step Guide to Becoming Debt-Free,https://www.youtube.com/watch?v=qHJuaJlXEqM&list=PLlikPfNopnipVXYtaqlrodyXHy2GNiZz5,https://i.ytimg.com/vi/qHJuaJlXEqM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBINlLFlaZ_-rVLQ-6mV7gVh7zs1Q
433,Financial Literacy,Debt awareness,youtube,Debt Awareness & Solutions,https://www.youtube.com/watch?v=X36a104-JhA&list=PLfjxKZkqdZMb1RfgG4Q9uBwnqOTThDp7O,https://i.ytimg.com/vi/X36a104-JhA/hqdefault.jpg?sqp=-oaymwEXCOADEI4CSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCAUK6b9Sj97lOsK74inHnGDGyNyg
434,Financial Literacy,Debt awareness,youtube,DEBT AWARENESS WEEK 2025,https://www.youtube.com/watch?v=d_56PX1UNlM&list=PLc0nCZTu4-Gc4Tgt3SJZ83G2_ML2Rt0qS,https://i.ytimg.com/vi/d_56PX1UNlM/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBsK2QeHoHWiGCZBRw7EDtKbDy35Q
435,Financial Literacy,Debt awareness,youtube,"बचत, निवेश और आप (Season-1) || Krishan Sharma || HDFC Mutual Fund",https://www.youtube.com/watch?v=xJkEHJe7Bkw&list=PLoMbXZ9N-XUE1cDmmLItdylRr8B5socLX,https://i.ytimg.com/vi/xJkEHJe7Bkw/hq720.jpg?sqp=-oaymwExCOgCEMoBSFryq4qpAyMIARUAAIhCGAHwAQH4Af4JgALQBYoCDAgAEAEYfyAbKDIwDw==&rs=AOn4CLArxCz6lgj1Uw1XxrF5gw3YwXYqtw
436,Financial Literacy,Investment basics,youtube,Investing Basics,https://www.youtube.com/watch?v=NuhVK4r-VQw&list=PLf5N6dqfQaNRHiN68HhNpFcRAl5Zfo0Qz,https://i.ytimg.com/vi/NuhVK4r-VQw/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCICFP0pPUEnL0qVjN2XCFA7l_K1A
437,Financial Literacy,Investment basics,youtube,Learn the Basics of Investing,https://www.youtube.com/watch?v=UGibn5EXhUk&list=PLr-pfn6bpcbh7MekAFQGCDeQKeYlKIJJR,https://i.ytimg.com/vi/UGibn5EXhUk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAtT8KPoYGsLTPXjYmFlu9c_rA4hw
438,Financial Literacy,Investment basics,youtube,CA Rachana Ranade | Stock Market,https://www.youtube.com/watch?v=Xn7KWR9EOGQ&list=PLo-MT8s_W2ZGgAQof1HDwwUZKoQTgqyiT,https://i.ytimg.com/vi/Xn7KWR9EOGQ/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCiFbNKF_KXBO6ljcmsuj0gV-XXKQ
439,Financial Literacy,Investment basics,youtube,Stock Market classes with Pranjal Kamra,https://www.youtube.com/watch?v=3UF0ymVdYLA&list=PLFQ0hRWyH11RS4KUPadj6aoC2KtEHVIfN,https://i.ytimg.com/vi/3UF0ymVdYLA/hq720.jpg?sqp=-oaymwEXCOgCEMoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDbFV8MDq2DfqZ7hCP-5a-Sb7zpkw
